theta1x,theta1y,theta1z,theta2x,theta2y,theta2z,dq1_max[deg],dq1_mean[deg],dq2_max[deg],dq2_mean[deg]
0.0,0.0,0.0,0.0,0.0,-20.0,9.369797248301623,2.9600997756977234,13.476290596601148,2.9664536766399197
0.0,0.0,0.0,0.0,0.0,-19.0,8.877091889511703,2.8256347780050888,12.805485353609166,2.8079148042820954
0.0,0.0,0.0,0.0,0.0,-18.0,8.386204483464809,2.690596648020392,12.13432923996878,2.654783880206275
0.0,0.0,0.0,0.0,0.0,-17.0,7.896966176267824,2.5546506814690675,11.462804274428223,2.5051795684328133
0.0,0.0,0.0,0.0,0.0,-16.0,7.409434750627113,2.4173645487384605,10.790891685597009,2.357971548768628
0.0,0.0,0.0,0.0,0.0,-15.0,6.923833878109633,2.2791037701613712,10.118571951227937,2.214153168413448
0.0,0.0,0.0,0.0,0.0,-14.0,6.440379693587474,2.1400689423095125,9.445824835673566,2.076511219988595
0.0,0.0,0.0,0.0,0.0,-13.0,5.959280564135739,1.9991073452508128,8.772629425735914,1.9384929908438262
0.0,0.0,0.0,0.0,0.0,-12.0,5.480737361208952,1.8563629328369848,8.098964165124004,1.7996839150176727
0.0,0.0,0.0,0.0,0.0,-11.0,5.00517582144451,1.711628791186041,7.42480688773105,1.6600275432593405
0.0,0.0,0.0,0.0,0.0,-10.0,4.532711147493146,1.5650614953376345,6.796327368338487,1.5191220719878038
0.0,0.0,0.0,0.0,0.0,-9.0,4.063269911884987,1.4164233579343142,6.197280871068713,1.37681789976523
0.0,0.0,0.0,0.0,0.0,-8.0,3.597022884413576,1.2659533161281118,5.582735984451423,1.2329162926549138
0.0,0.0,0.0,0.0,0.0,-7.0,3.134133102032635,1.1135501617248318,4.952079088585341,1.087091150081179
0.0,0.0,0.0,0.0,0.0,-6.0,2.6747558959193753,0.9595390967311143,4.304484797714883,0.9394030683148148
0.0,0.0,0.0,0.0,0.0,-5.0,2.2190389374875394,0.8038949122838287,3.638791809424447,0.7893494021786301
0.0,0.0,0.0,0.0,0.0,-4.0,1.7671223055044294,0.6466492903679049,2.954318923064715,0.6367632735202956
0.0,0.0,0.0,0.0,0.0,-3.0,1.3192439862076952,0.48767750985620817,2.249805252569079,0.48161916866191984
0.0,0.0,0.0,0.0,0.0,-2.0,0.8753526630104318,0.3270328349355801,1.5246040593975732,0.32354966879530495
0.0,0.0,0.0,0.0,0.0,-1.0,0.4355671398161718,0.16469071796874366,0.7775203301399607,0.16228908520626062
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,0.0,1.0,0.4312431294246579,0.17210994567393514,0.8912521309880983,0.1556333373907263
0.0,0.0,0.0,0.0,0.0,2.0,0.8580634320267819,0.3503372858241026,1.8927717148200163,0.31811573348214967
0.0,0.0,0.0,0.0,0.0,3.0,1.2803687460004198,0.5336692858215104,2.985585114917196,0.4905837271207185
0.0,0.0,0.0,0.0,0.0,4.0,1.6980733990288854,0.7218117736801792,4.159513349557361,0.6742080383665888
0.0,0.0,0.0,0.0,0.0,5.0,2.1111210107936813,0.914753901233808,5.410631724265729,0.8696520565897724
0.0,0.0,0.0,0.0,0.0,6.0,2.5195819544877907,1.1123755708813012,6.736945786324247,1.077450484306217
0.0,0.0,0.0,0.0,0.0,7.0,2.923279255131817,1.3147940502264457,8.13979262986565,1.2984743060784316
0.0,0.0,0.0,0.0,0.0,8.0,3.322149294106538,1.521996364908135,9.621674200364062,1.5335532581152658
0.0,0.0,0.0,0.0,0.0,9.0,3.7238636940056864,1.7340980014983833,11.185699474543052,1.7827577433812374
0.0,0.0,0.0,0.0,0.0,10.0,4.306564839452108,1.9511855163778271,12.83765812701223,2.04493300517871
0.0,0.0,0.0,0.0,0.0,11.0,4.921279225310641,2.1732598865075157,14.583347012459761,2.3220616027155296
0.0,0.0,0.0,0.0,0.0,12.0,5.567177425656098,2.4005059890504112,16.432923154096905,2.615817800300979
0.0,0.0,0.0,0.0,0.0,13.0,6.24362962979616,2.633173568608786,18.402231091183587,2.928686657084915
0.0,0.0,0.0,0.0,0.0,14.0,6.948157846190014,2.8712503901361734,20.508633627508935,3.2627495393760504
0.0,0.0,0.0,0.0,0.0,15.0,7.68013435466905,3.115067736582426,22.787619658461207,3.6213215887156154
0.0,0.0,0.0,0.0,0.0,16.0,8.4369867852635,3.364921570442676,25.297444110380006,4.007323165223241
0.0,0.0,0.0,0.0,0.0,17.0,9.21682799010901,3.6210156119432186,28.159691174788115,4.424963000462021
0.0,0.0,0.0,0.0,0.0,18.0,10.01594691244108,3.8836254644974324,31.502020603469358,4.8777884689181
0.0,0.0,0.0,0.0,0.0,19.0,11.040975855048558,4.152944430193506,35.255068797613916,5.371375350503109
