dx1,dy1,dz1,dx2,dy2,dz2,dq1_max[deg],dq1_mean[deg],dq2_max[deg],dq2_mean[deg]
-5.0,0.0,0.0,0.0,0.0,0.0,0.24302409306034178,0.04510966933486478,0.11093491093079422,0.012490009950448468
-4.9,0.0,0.0,0.0,0.0,0.0,0.2381914905107152,0.04421096800932264,0.10872123190789296,0.012244233999984566
-4.800000000000001,0.0,0.0,0.0,0.0,0.0,0.23335774588476,0.04331228688160097,0.10650774710363464,0.011998440639547024
-4.700000000000001,0.0,0.0,0.0,0.0,0.0,0.22852285943938,0.04241362596572757,0.10429445661387149,0.011752629907974066
-4.600000000000001,0.0,0.0,0.0,0.0,0.0,0.2236868314316922,0.04151498527573927,0.10208136053452677,0.011506801844090185
-4.500000000000002,0.0,0.0,0.0,0.0,0.0,0.2188496621189131,0.04061636482566105,0.09986845896135321,0.011260956486698875
-4.400000000000002,0.0,0.0,0.0,0.0,0.0,0.21455420421351334,0.039716790895380036,0.0976533462550293,0.011014212492739974
-4.3000000000000025,0.0,0.0,0.0,0.0,0.0,0.2097025676632711,0.03881428930360446,0.0954311479267318,0.010764783458186756
-4.200000000000003,0.0,0.0,0.0,0.0,0.0,0.20484978368187967,0.03791180717965841,0.09320914705642735,0.010515337331840985
-4.100000000000003,0.0,0.0,0.0,0.0,0.0,0.19999585251456153,0.037009344537817464,0.09098734374103401,0.010265874153173045
-4.0000000000000036,0.0,0.0,0.0,0.0,0.0,0.19514077440659605,0.03610690139237618,0.08876573807711452,0.010016393961629165
-3.900000000000004,0.0,0.0,0.0,0.0,0.0,0.19028454960358943,0.03520447775759546,0.08654433016134533,0.009766896796631888
-3.8000000000000043,0.0,0.0,0.0,0.0,0.0,0.18542717835130418,0.03430207364775885,0.0843231200902892,0.009517382697600886
-3.7000000000000046,0.0,0.0,0.0,0.0,0.0,0.18056866089568757,0.03339968907712113,0.08210210796021045,0.009267851703918632
-3.600000000000005,0.0,0.0,0.0,0.0,0.0,0.17570899748290003,0.03249732405994307,0.07988129386752973,0.00901830385495815
-3.5000000000000053,0.0,0.0,0.0,0.0,0.0,0.1708481883592441,0.031594978610467984,0.07766067790842612,0.008768739190068427
-3.4000000000000057,0.0,0.0,0.0,0.0,0.0,0.16598623377126387,0.03069265274294924,0.0754402601789792,0.008519157748579248
-3.300000000000006,0.0,0.0,0.0,0.0,0.0,0.16112313396573086,0.029790346471612585,0.0732200407750696,0.008269559569798702
-3.2000000000000064,0.0,0.0,0.0,0.0,0.0,0.15625888918957287,0.028888059810698842,0.07100001979281956,0.008019944693024271
-3.1000000000000068,0.0,0.0,0.0,0.0,0.0,0.15139349968991667,0.02798579277442523,0.06878019732769758,0.0077703131575205505
-3.000000000000007,0.0,0.0,0.0,0.0,0.0,0.1465269657141164,0.02708354537701543,0.06656057347572641,0.007520665002550682
-2.9000000000000075,0.0,0.0,0.0,0.0,0.0,0.14165928750962564,0.026181317632669957,0.06434114833220406,0.007271000267335536
-2.800000000000008,0.0,0.0,0.0,0.0,0.0,0.13679046532429595,0.02527910955560473,0.0621219219926985,0.007021318991094818
-2.700000000000008,0.0,0.0,0.0,0.0,0.0,0.13192049940599304,0.02437692116002075,0.059902894552649855,0.006771621213025722
-2.6000000000000085,0.0,0.0,0.0,0.0,0.0,0.12704939000285265,0.02347475246010023,0.05768406610710031,0.006521906972290954
-2.500000000000009,0.0,0.0,0.0,0.0,0.0,0.12217713736320945,0.022572603470038085,0.05546543675148996,0.0062721763080589325
-2.4000000000000092,0.0,0.0,0.0,0.0,0.0,0.11730374173552605,0.021670474204009298,0.05324700658069048,0.0060224292594529966
-2.3000000000000096,0.0,0.0,0.0,0.0,0.0,0.11242920336871975,0.020768364676188124,0.05102877568968722,0.005772665865597196
-2.20000000000001,0.0,0.0,0.0,0.0,0.0,0.10755352251153738,0.019866274900749492,0.04881074417339448,0.005522886165586754
-2.1000000000000103,0.0,0.0,0.0,0.0,0.0,0.10267669941318047,0.0189642048918419,0.046592912126456554,0.005273090198493945
-2.0000000000000107,0.0,0.0,0.0,0.0,0.0,0.09779873432295005,0.018062154663636917,0.04437527964358878,0.005023278003380772
-1.900000000000011,0.0,0.0,0.0,0.0,0.0,0.09291962749050242,0.017160124230273903,0.042157846819293354,0.004773449619286894
-1.8000000000000114,0.0,0.0,0.0,0.0,0.0,0.08803937916542282,0.016258113605892553,0.0399406137480014,0.004523605085220878
-1.7000000000000117,0.0,0.0,0.0,0.0,0.0,0.08315798959770859,0.015356122804636985,0.03772358052412983,0.004273744440194408
-1.600000000000012,0.0,0.0,0.0,0.0,0.0,0.07827545903749922,0.014454151840634926,0.035506747241853986,0.004023867723181792
-1.5000000000000124,0.0,0.0,0.0,0.0,0.0,0.07339178773521837,0.01355220072801821,0.03329011399527815,0.003773974973144856
-1.4000000000000128,0.0,0.0,0.0,0.0,0.0,0.06850697594127553,0.01265026948089591,0.03107368087846396,0.003524066229022694
-1.3000000000000131,0.0,0.0,0.0,0.0,0.0,0.06362102390649227,0.011748358113386762,0.028857447985330964,0.0032741415297400894
-1.2000000000000135,0.0,0.0,0.0,0.0,0.0,0.05873393188183229,0.010846466639595424,0.02664141540971343,0.00302420091419521
-1.1000000000000139,0.0,0.0,0.0,0.0,0.0,0.05384570011842982,0.009944595073622973,0.02442558324533195,0.0027742444212750096
-1.0000000000000142,0.0,0.0,0.0,0.0,0.0,0.04895632886764645,0.009042743429562928,0.022209951585722365,0.0025242720898386826
-0.9000000000000146,0.0,0.0,0.0,0.0,0.0,0.044065818381085364,0.008140911721504942,0.01999452052453421,0.002274283958732288
-0.8000000000000149,0.0,0.0,0.0,0.0,0.0,0.039174168910463436,0.00723909996353563,0.017779290155033323,0.0020242800667882657
-0.7000000000000153,0.0,0.0,0.0,0.0,0.0,0.03428138070776754,0.006337308169728534,0.015564260570684496,0.0017742604527996217
-0.6000000000000156,0.0,0.0,0.0,0.0,0.0,0.02945697629539268,0.005434115362773702,0.013345797255055913,0.0015228952122643962
-0.500000000000016,0.0,0.0,0.0,0.0,0.0,0.024550343792284934,0.004528381416800471,0.011120987431468166,0.0012691178969519781
-0.40000000000001634,0.0,0.0,0.0,0.0,0.0,0.019642565550284985,0.0036226684774093953,0.00889638159465278,0.001015325107646673
-0.3000000000000167,0.0,0.0,0.0,0.0,0.0,0.014733641809613118,0.0027169767284988553,0.006671979838912989,0.0007615168838424997
-0.20000000000001705,0.0,0.0,0.0,0.0,0.0,0.009823572810560677,0.0018113013884785423,0.004447782258552024,0.0005076932650067776
-0.10000000000001741,0.0,0.0,0.0,0.0,0.0,0.004912358793788485,0.0009056424735693056,0.0022237889475036354,0.0002538542905793657
-1.7763568394002505e-14,0.0,0.0,0.0,0.0,0.0,1.4210854715202004e-14,1.785715317869907e-15,1.4210854715202004e-14,2.2460509546829003e-16
0.09999999999998188,0.0,0.0,0.0,0.0,0.0,0.00491350332976026,0.0009056260160218735,0.0022235844900819757,0.0002538695673275561
0.19999999999998153,0.0,0.0,0.0,0.0,0.0,0.009828150954277248,0.00181123555828945,0.004446964429163813,0.0005077543720159617
0.29999999999998117,0.0,0.0,0.0,0.0,0.0,0.014743942632122753,0.00271682861060783,0.006670139723212287,0.0007616543746948728
0.3999999999999808,0.0,0.0,0.0,0.0,0.0,0.019660878121584346,0.0036224051567770353,0.008893110278776817,0.0010155695360081214
0.49999999999998046,0.0,0.0,0.0,0.0,0.0,0.024578957180835914,0.004527965180627509,0.011115876002335767,0.0012694998166307345
0.5999999999999801,0.0,0.0,0.0,0.0,0.0,0.02949817956769607,0.0054335086659691835,0.013338436800552245,0.0015234451772543282
0.6999999999999797,0.0,0.0,0.0,0.0,0.0,0.03441854503998343,0.00633903559663862,0.015560792580018301,0.0017774055785834398
0.7999999999999794,0.0,0.0,0.0,0.0,0.0,0.03934005335500501,0.007244545956469195,0.017782943247581784,0.0020313809813439676
0.899999999999979,0.0,0.0,0.0,0.0,0.0,0.044262704270110476,0.008150039729305822,0.02000488871024686,0.0022853713462915974
0.9999999999999787,0.0,0.0,0.0,0.0,0.0,0.049186497542294205,0.009055516899000896,0.02222662887491822,0.002539376634184435
1.0999999999999783,0.0,0.0,0.0,0.0,0.0,0.054111432928309,0.009960977449405864,0.02444816364875635,0.0027933968058139577
1.199999999999978,0.0,0.0,0.0,0.0,0.0,0.059037510184822395,0.010866421364389731,0.026669492938921735,0.0030474318219809267
1.2999999999999776,0.0,0.0,0.0,0.0,0.0,0.06396472906808981,0.011771848627821744,0.028890616652802237,0.003301481643518664
1.3999999999999773,0.0,0.0,0.0,0.0,0.0,0.06889308933435245,0.012677259223579918,0.031111534697927823,0.003555546231271033
1.499999999999977,0.0,0.0,0.0,0.0,0.0,0.07382259073946784,0.013582653135547972,0.033332246981572666,0.0038096255460992267
1.5999999999999766,0.0,0.0,0.0,0.0,0.0,0.07875323303915138,0.01448803034762087,0.035552753411607796,0.004063719548891335
1.6999999999999762,0.0,0.0,0.0,0.0,0.0,0.08368501598886269,0.015393390843694049,0.03777305389560581,0.004317828200544728
1.7999999999999758,0.0,0.0,0.0,0.0,0.0,0.088617939343834,0.016298734607673344,0.0399931483415088,0.004571951461988929
1.8999999999999755,0.0,0.0,0.0,0.0,0.0,0.09355200285912701,0.017204061623464013,0.042213036657031466,0.004826089294157437
1.9999999999999751,0.0,0.0,0.0,0.0,0.0,0.09848720628953345,0.018109371874996595,0.044432718750584854,0.005080241658025861
2.0999999999999748,0.0,0.0,0.0,0.0,0.0,0.10342354938966025,0.01901466534618767,0.04665219453001157,0.005334408514563637
2.1999999999999744,0.0,0.0,0.0,0.0,0.0,0.1083610319138586,0.01991994202096731,0.048871463903680024,0.005588589824777221
2.299999999999974,0.0,0.0,0.0,0.0,0.0,0.11329965361625227,0.020825201883281377,0.05109052677988757,0.005842785549687395
2.3999999999999737,0.0,0.0,0.0,0.0,0.0,0.1182394142507519,0.02173044491706787,0.053309383067187355,0.006096995650327429
2.4999999999999734,0.0,0.0,0.0,0.0,0.0,0.12318031357106918,0.022635671106286375,0.055528032673962,0.006351220087764945
2.599999999999973,0.0,0.0,0.0,0.0,0.0,0.12812235133061733,0.02354088043488562,0.05774647550906309,0.0066054603040144625
2.6999999999999726,0.0,0.0,0.0,0.0,0.0,0.13306552728268173,0.024446072886839067,0.05996471148112903,0.006859716350776121
2.7999999999999723,0.0,0.0,0.0,0.0,0.0,0.1380098411802777,0.02535124844610757,0.06218274049896877,0.007113986838313873
2.899999999999972,0.0,0.0,0.0,0.0,0.0,0.14295529277623586,0.026256407096679514,0.06440056247166126,0.007368271727649682
2.9999999999999716,0.0,0.0,0.0,0.0,0.0,0.14790188182301733,0.02716154882253387,0.06661817730814334,0.007622570979803637
3.0999999999999712,0.0,0.0,0.0,0.0,0.0,0.15284960807308323,0.028066673607663396,0.06883558491772135,0.007876884555823941
3.199999999999971,0.0,0.0,0.0,0.0,0.0,0.15779847127846836,0.028975034155113374,0.07106187938423147,0.008134535878160421
3.2999999999999705,0.0,0.0,0.0,0.0,0.0,0.1627484711910796,0.029884491973643606,0.07329023390664702,0.008394555518813495
3.39999999999997,0.0,0.0,0.0,0.0,0.0,0.1676996075625823,0.030793967174768632,0.07551837753568691,0.008654758927016837
3.49999999999997,0.0,0.0,0.0,0.0,0.0,0.17265188014438593,0.031703426145424735,0.07774631017920797,0.00891497614478209
3.5999999999999694,0.0,0.0,0.0,0.0,0.0,0.17760528868774372,0.032612868869313,0.07997403174563544,0.009175207132362098
3.699999999999969,0.0,0.0,0.0,0.0,0.0,0.18255983294361044,0.03352229533014015,0.08220154214320985,0.009435451850023958
3.7999999999999687,0.0,0.0,0.0,0.0,0.0,0.18751551266275612,0.0344317055116227,0.08442884128024275,0.009695710258061511
3.8999999999999684,0.0,0.0,0.0,0.0,0.0,0.19247232759579447,0.03534109939747963,0.08665592906544362,0.00995598231678329
3.999999999999968,0.0,0.0,0.0,0.0,0.0,0.1974302774928418,0.036250476971436095,0.0888828054072377,0.010216267986524195
4.099999999999968,0.0,0.0,0.0,0.0,0.0,0.20238936210414238,0.03715983821722796,0.09110947021446236,0.010476567227632964
