dx1,dy1,dz1,dx2,dy2,dz2,dq1_max[deg],dq1_mean[deg],dq2_max[deg],dq2_mean[deg]
0.0,0.0,-5.0,0.0,0.0,0.0,0.75682282173846,0.1621847119936692,0.20848755212719539,0.02648420282593045
0.0,0.0,-4.9,0.0,0.0,0.0,0.741805572902976,0.15895508094924626,0.20430406495252385,0.025957589661051515
0.0,0.0,-4.800000000000001,0.0,0.0,0.0,0.7267834310538532,0.15572502233775917,0.20012113996820347,0.025430931851789566
0.0,0.0,-4.700000000000001,0.0,0.0,0.0,0.711756397848724,0.15249453597418106,0.19593877707856677,0.024904229439247687
0.0,0.0,-4.600000000000001,0.0,0.0,0.0,0.6967244749498107,0.14926362167346807,0.19175697618709364,0.02437748246460665
0.0,0.0,-4.500000000000002,0.0,0.0,0.0,0.6816876640240253,0.14603227925055562,0.18757573719794607,0.02385069096913971
0.0,0.0,-4.400000000000002,0.0,0.0,0.0,0.6666459667429407,0.14280050852036785,0.18339506001532868,0.023323854994216398
0.0,0.0,-4.3000000000000025,0.0,0.0,0.0,0.6515993847827133,0.1395684088558073,0.17921494454313347,0.02279749730230321
0.0,0.0,-4.200000000000003,0.0,0.0,0.0,0.6365479198242099,0.13633602082145213,0.17503539068552243,0.022271832027247102
0.0,0.0,-4.100000000000003,0.0,0.0,0.0,0.6214915735529161,0.1331032038640359,0.17085639834667177,0.02174612227719442
0.0,0.0,-4.0000000000000036,0.0,0.0,0.0,0.6064303476589714,0.1298667539788657,0.1666779674306298,0.02121759015621333
0.0,0.0,-3.900000000000004,0.0,0.0,0.0,0.5913642438371696,0.1266291418071188,0.16250009784161534,0.020688379937746665
0.0,0.0,-3.8000000000000043,0.0,0.0,0.0,0.5762932637869866,0.12339109553516055,0.1583227894836341,0.020159123406116204
0.0,0.0,-3.7000000000000046,0.0,0.0,0.0,0.5612174092124604,0.1201526149720046,0.15414604226099016,0.019629820602418337
0.0,0.0,-3.600000000000005,0.0,0.0,0.0,0.5461366818224391,0.11691369992665505,0.14996985607818658,0.019100471567857134
0.0,0.0,-3.5000000000000053,0.0,0.0,0.0,0.5310510833303397,0.11367435020809209,0.14579423083901588,0.018571076343709834
0.0,0.0,-3.4000000000000057,0.0,0.0,0.0,0.5159606154541976,0.11043456562526402,0.141619166448109,0.01804163497135254
0.0,0.0,-3.300000000000006,0.0,0.0,0.0,0.5008652799168161,0.10719434598709997,0.1374446628096706,0.01751214749224658
0.0,0.0,-3.2000000000000064,0.0,0.0,0.0,0.48576507844558137,0.10395369110250414,0.1332707198280616,0.016982613947940494
0.0,0.0,-3.1000000000000068,0.0,0.0,0.0,0.4706600127725906,0.10071261819188895,0.129097337407444,0.01645310074675845
0.0,0.0,-3.000000000000007,0.0,0.0,0.0,0.4555500846346163,0.09747115736417436,0.1249245154525056,0.015923723429900873
0.0,0.0,-2.9000000000000075,0.0,0.0,0.0,0.4404352957730353,0.0942292607129194,0.12075225386759314,0.015394300168817869
0.0,0.0,-2.800000000000008,0.0,0.0,0.0,0.4253156479339424,0.09098692804694711,0.11658055255688282,0.014864831005411144
0.0,0.0,-2.700000000000008,0.0,0.0,0.0,0.4101911428681433,0.08774415917504087,0.11240941142516192,0.0143353159816939
