1,0,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
2,35,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
3,71,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
4,137,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
5,222,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
6,281,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
7,346,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
8,411,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
9,474,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
10,555,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
11,620,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
12,682,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
13,748,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
14,808,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
15,872,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
16,953,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
17,1025,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
18,1086,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
19,1162,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
20,1212,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
21,1286,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
22,1365,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
23,1422,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
24,1480,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
25,1546,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
26,1608,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
27,1683,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
28,1753,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
29,1817,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
30,1881,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
31,1946,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
32,2009,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
33,2089,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
34,2161,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
35,2220,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
36,2281,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
37,2346,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
38,2409,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
39,2491,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
40,2554,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
41,2621,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
42,2691,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
43,2753,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
44,2809,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
45,2892,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
46,2956,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
47,3021,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
48,3084,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
49,3147,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
50,3252,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
51,3313,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
52,3365,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
53,3421,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
54,3482,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
55,3546,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
56,3627,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
57,3697,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
58,3765,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
59,3830,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
60,3910,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
61,3953,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
62,4031,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
63,4094,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
64,4154,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
65,4222,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
66,4289,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
67,4351,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
68,4426,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
69,4491,-2.63568,-17.3282,-5.19265,-3.35777,7.53854,2.60037,19.5948,5.11238
