0.0,0.0
1.0,-2.4059572523732157e-06
2.0,-4.813655395500307e-06
3.0,-7.224838056321875e-06
4.0,-9.641254341422199e-06
5.0,-1.2064661595055313e-05
6.0,-1.4496828179097847e-05
7.0,-1.693953628237239e-05
8.0,-1.9394584766904042e-05
9.0,-2.1863792058819354e-05
10.0,-2.43489990917774e-05
11.0,-2.6852072311032263e-05
12.0,-2.9374906746474418e-05
13.0,-3.191942916327569e-05
14.0,-3.44876012990817e-05
15.0,-3.708142319704795e-05
16.0,-3.970293664441454e-05
17.0,-4.235422872674952e-05
18.0,-4.5037435508475436e-05
19.0,-4.7754745850826965e-05
20.0,-5.050840537896474e-05
21.0,-5.330072061061539e-05
22.0,-5.613406325929482e-05
23.0,-5.901087472593944e-05
24.0,-6.19336707935859e-05
25.0,-6.49050465406484e-05
26.0,-6.792768148930917e-05
27.0,-7.100434500660476e-05
28.0,-7.41379019769413e-05
29.0,-7.73313187660181e-05
30.0,-8.058766949749736e-05
31.0,-8.391014266523302e-05
32.0,-8.730204810546075e-05
33.0,-9.076682435509362e-05
34.0,-9.430804642413964e-05
35.0,-9.792943401230399e-05
36.0,-0.00010163486020206055
37.0,-0.00010542836066287303
38.0,-0.00010931414340386907
39.0,-0.0001132965991151217
40.0,-0.00011738031214076273
41.0,-0.00012157007213054298
42.0,-0.0001258708864200848
43.0,-0.00013028799319408447
44.0,-0.0001348268754910384
45.0,-0.00013949327611281645
46.0,-0.00014429321350755152
47.0,-0.00014923299869995063
48.0,-0.0001543192533492754
49.0,-0.00015955892902195333
50.0,-0.00016495932777312104
51.0,-0.00017052812413942384
52.0,-0.000176273388654186
53.0,-0.00018220361300568208
54.0,-0.00018832773696978843
55.0,-0.0001946551772598552
56.0,-0.00020119585844934076
57.0,-0.00020796024613667035
58.0,-0.00021495938253712527
59.0,-0.00022220492470340552
60.0,-0.00022970918559505954
61.0,-0.00023748517823741583
62.0,-0.00024554666323317197
63.0,-0.000253908199914658
64.0,-0.00026258520145223827
65.0,-0.0002715939942646404
66.0,-0.0002809518821105855
67.0,-0.00029067721527818935
68.0,-0.00030078946532982495
69.0,-0.0003113093059057279
70.0,-0.00032225870014034464
71.0,-0.00033366099530169
72.0,-0.00034554102532660924
73.0,-0.0003579252219945385
74.0,-0.0003708417355600112
75.0,-0.0003843205657507899
76.0,-0.00039839370413523333
77.0,-0.00041309528897056583
78.0,-0.00042846177376472925
79.0,-0.0004445321109198943
80.0,-0.00046134795197765944
81.0,-0.00046134795197765944
82.0,-0.00046134795197765944
83.0,-0.00046134795197765944
84.0,-0.00046134795197765944
85.0,-0.00046134795197765944
86.0,-0.00046134795197765944
87.0,-0.00046134795197765944
88.0,-0.00046134795197765944
89.0,-0.00046134795197765944
90.0,-0.00046134795197765944
