theta1x,theta1y,theta1z,theta2x,theta2y,theta2z,dq1_max[deg],dq1_mean[deg],dq2_max[deg],dq2_mean[deg]
0.0,0.0,0.0,0.0,-20.0,0.0,23.008887664651418,2.669094559781994,7.436633471792419,0.5443569379280121
0.0,0.0,0.0,0.0,-19.0,0.0,22.079850834788843,2.5611125723874575,6.9654091863568794,0.5149010349289821
0.0,0.0,0.0,0.0,-18.0,0.0,21.138247545425003,2.450691627154545,6.502853118681472,0.4856774295037475
0.0,0.0,0.0,0.0,-17.0,0.0,20.175446921698253,2.337977791618509,6.049180399150572,0.45682414473209365
0.0,0.0,0.0,0.0,-16.0,0.0,19.198707979368592,2.222966536596112,5.604491194265336,0.42815273965032374
0.0,0.0,0.0,0.0,-15.0,0.0,18.204239751692356,2.105478015193195,5.168984316484199,0.39971327122295774
0.0,0.0,0.0,0.0,-14.0,0.0,17.18555614200926,1.9854587066593123,4.7429196662138935,0.37164649942592237
0.0,0.0,0.0,0.0,-13.0,0.0,16.14193915780858,1.8629639862769638,4.326525457191963,0.3437666818814352
0.0,0.0,0.0,0.0,-12.0,0.0,15.0777293613844,1.7378149832921546,3.920002753037153,0.31609617778518506
0.0,0.0,0.0,0.0,-11.0,0.0,13.988156661263758,1.6100518074053138,3.523549562846185,0.2886404177930103
0.0,0.0,0.0,0.0,-10.0,0.0,12.874457776754383,1.4795651335632365,3.1375343047430135,0.261315218366494
0.0,0.0,0.0,0.0,-9.0,0.0,11.733367596049192,1.3462392739344056,2.7621384278603216,0.2342256231999311
0.0,0.0,0.0,0.0,-8.0,0.0,10.566045526364412,1.2100185285012903,2.3977092145893266,0.2074478654166997
0.0,0.0,0.0,0.0,-7.0,0.0,9.368892694537756,1.0708208504925274,2.054816667198807,0.18124693325016894
0.0,0.0,0.0,0.0,-6.0,0.0,8.140368476095766,0.928463591087088,1.723494280795137,0.15610888191425634
0.0,0.0,0.0,0.0,-5.0,0.0,6.879795925980467,0.7828674783307618,1.4039411303627674,0.1309478628909273
0.0,0.0,0.0,0.0,-4.0,0.0,5.5832667890005965,0.6338328078834613,1.0966057490266792,0.10529724817544968
0.0,0.0,0.0,0.0,-3.0,0.0,4.250797074977584,0.48120721778905473,0.801959643379746,0.07942447196484594
0.0,0.0,0.0,0.0,-2.0,0.0,2.8771648761115642,0.3248654467909242,0.5206168230535866,0.0532309743051146
0.0,0.0,0.0,0.0,-1.0,0.0,1.4614400435798274,0.16458333816443796,0.2530758963958988,0.026717731986478085
0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
0.0,0.0,0.0,0.0,1.0,0.0,1.5101977413750873,0.16907045101173124,0.23773428261443996,0.02672519260557191
0.0,0.0,0.0,0.0,2.0,0.0,3.0728462473149136,0.34296230454532206,0.4593609046917777,0.053512546428545964
0.0,0.0,0.0,0.0,3.0,0.0,4.692990205172194,0.5220362916521276,0.6638271217127425,0.08022979476059353
0.0,0.0,0.0,0.0,4.0,0.0,6.372990688469969,0.706676796288033,0.8315654304645648,0.10668862731471716
0.0,0.0,0.0,0.0,5.0,0.0,8.120773025547415,0.89741406186019,0.9950726921517656,0.1328942656275981
0.0,0.0,0.0,0.0,6.0,0.0,9.939904887848932,1.0949393156143816,1.1382963491072502,0.15873069366010323
0.0,0.0,0.0,0.0,7.0,0.0,11.837729402566865,1.299894787440755,1.259574718771475,0.18402014459658045
0.0,0.0,0.0,0.0,8.0,0.0,13.822528115850055,1.5130683895279842,1.3572381378698992,0.20866750150778354
0.0,0.0,0.0,0.0,9.0,0.0,15.902433383245693,1.735438438648762,1.428983885454926,0.23250248260961534
0.0,0.0,0.0,0.0,10.0,0.0,18.086402361879514,1.9681008124727615,1.472807817033484,0.2554229709672282
0.0,0.0,0.0,0.0,11.0,0.0,20.38970358357203,2.21288814058743,1.4852472882476775,0.2772865518156436
0.0,0.0,0.0,0.0,12.0,0.0,22.82493508108407,2.4713019343067133,1.537314171092575,0.2979098048023342
0.0,0.0,0.0,0.0,13.0,0.0,25.405033163653453,2.745945445366678,1.758830650208072,0.3173108144762272
0.0,0.0,0.0,0.0,14.0,0.0,28.16074442734429,3.0397720795439245,2.030260927859903,0.3352747680459707
0.0,0.0,0.0,0.0,15.0,0.0,31.10479004249742,3.356713693499252,2.3405427130279515,0.3521667475517628
0.0,0.0,0.0,0.0,16.0,0.0,34.27512092427938,3.6900275869162176,2.698943531959629,0.36842988808880844
0.0,0.0,0.0,0.0,17.0,0.0,37.713706393390225,4.035701098100682,3.115190083855973,0.38958136010803335
0.0,0.0,0.0,0.0,18.0,0.0,41.46911129476046,4.426354863771238,3.607375503072922,0.42675156110017304
0.0,0.0,0.0,0.0,19.0,0.0,45.617611923847804,4.87817105684904,4.215652861602181,0.5050324992668096
